primary_title,production_budget,domestic_gross,worldwide_gross,net_revenue
Sabotage,35000000.0,10508518.0,18376443.0,-16623557.0
Knock Off,35000000.0,10319915.0,10319915.0,-24680085.0
Whiteout,35000000.0,10275638.0,12254746.0,-22745254.0
Unfinished Business,35000000.0,10219501.0,13214051.0,-21785949.0
The Walk,35000000.0,10161183.0,61492104.0,26492104.0
The Fountain,35000000.0,10144010.0,15461638.0,-19538362.0
Mandela: Long Walk to Freedom,35000000.0,8323085.0,29890402.0,-5109598.0
Punisher: War Zone,35000000.0,8050977.0,10157534.0,-24842466.0
The Order,35000000.0,7659747.0,11559747.0,-23440253.0
A Good Year,35000000.0,7459300.0,42064105.0,7064105.0
The Brothers Grimsby,35000000.0,6864016.0,28720470.0,-6279530.0
The Snowman,35000000.0,6670765.0,43226146.0,8226146.0
Femme Fatale,35000000.0,6630252.0,16830252.0,-18169748.0
Warriors of Virtue,35000000.0,6448817.0,6448817.0,-28551183.0
Luther,35000000.0,5781086.0,32717063.0,-2282937.0
Biutiful,35000000.0,5101237.0,24687524.0,-10312476.0
Radio Flyer,35000000.0,4651977.0,4651977.0,-30348023.0
Bound by Honor,35000000.0,4496583.0,4496583.0,-30503417.0
A Hologram for the King,35000000.0,4212494.0,11846010.0,-23153990.0
Smilla's Sense of Snow,35000000.0,2221994.0,2221994.0,-32778006.0
Playing for Keeps,35000000.0,2000000.0,2000000.0,-33000000.0
Lion of the Desert,35000000.0,1500000.0,1500000.0,-33500000.0
Le hussard sur le toit,35000000.0,1320043.0,1320043.0,-33679957.0
Ride With the Devil,35000000.0,630779.0,630779.0,-34369221.0
Stolen,35000000.0,289773.0,17967746.0,-17032254.0
Trespass,35000000.0,16816.0,786532.0,-34213468.0
Bandidas,35000000.0,0.0,19282590.0,-15717410.0
The Lovers,35000000.0,0.0,53899.0,-34946101.0
Black Water Transit,35000000.0,0.0,0.0,-35000000.0
The Darkest Hour,34800000.0,21443494.0,62831715.0,28031715.0
Baby Driver,34000000.0,107825862.0,228104185.0,194104185.0
The Maze Runner,34000000.0,102427862.0,348319861.0,314319861.0
The Longest Ride,34000000.0,37446117.0,63802928.0,29802928.0
The Age of Innocence,34000000.0,32014993.0,32014993.0,-1985007.0
Gake no ue no Ponyo,34000000.0,15090399.0,205312666.0,171312666.0
The Darkest Minds,34000000.0,12695691.0,38361428.0,4361428.0
Chill Factor,34000000.0,11263966.0,11263966.0,-22736034.0
The Astronaut's Wife,34000000.0,10672566.0,10672566.0,-23327434.0
I Dreamed of Africa,34000000.0,6543194.0,14291999.0,-19708001.0
Thunder and the House of Magic,34000000.0,4091.0,62582520.0,28582520.0
Reds,33500000.0,50000000.0,50000000.0,16500000.0
A Few Good Men,33000000.0,141340178.0,236500000.0,203500000.0
Big Momma's House,33000000.0,117559438.0,173559438.0,140559438.0
Exit Wounds,33000000.0,51758599.0,79958599.0,46958599.0
Mike and Dave Need Wedding Dates,33000000.0,46009673.0,75898100.0,42898100.0
Step Up Revolution,33000000.0,35074677.0,165552290.0,132552290.0
Snakes on a Plane,33000000.0,34020814.0,62020814.0,29020814.0
The Punisher,33000000.0,33664370.0,54533774.0,21533774.0
The Watcher,33000000.0,28946615.0,47267829.0,14267829.0
Safe,33000000.0,17142080.0,41495213.0,8495213.0
Doomsday,33000000.0,11008770.0,21621188.0,-11378812.0
Pushing Tin,33000000.0,8408835.0,8408835.0,-24591165.0
Goal! The Dream Begins,33000000.0,4283255.0,27610873.0,-5389127.0
The Young and Prodigious T.S. Spivet,33000000.0,176847.0,357687.0,-32642313.0
Freaks of Nature,33000000.0,70958.0,70958.0,-32929042.0
Star Wars Ep. VI: Return of the Jedi,32500000.0,309205079.0,572705079.0,540205079.0
Bridesmaids,32500000.0,169211718.0,289632023.0,257132023.0
The Reader,32500000.0,34194407.0,112964875.0,80464875.0
The Big Wedding,32500000.0,21819348.0,48425971.0,15925971.0
Wanderlust,32500000.0,17288155.0,24159934.0,-8340066.0
Elf,32000000.0,173840591.0,220678483.0,188678483.0
Phenomenon,32000000.0,104636382.0,152036382.0,120036382.0
This is the End,32000000.0,101470202.0,126539117.0,94539117.0
Snow Dogs,32000000.0,81150692.0,116898028.0,84898028.0
Nacho Libre,32000000.0,80197993.0,99296462.0,67296462.0
Scrooged,32000000.0,59450353.0,59450353.0,27450353.0
Takers,32000000.0,57744720.0,70587268.0,38587268.0
Source Code,32000000.0,54712227.0,140428499.0,108428499.0
Stigmata,32000000.0,50041732.0,89441732.0,57441732.0
Men of Honor,32000000.0,48814909.0,82339483.0,50339483.0
I Feel Pretty,32000000.0,48795601.0,91553797.0,59553797.0
The Transporter 2,32000000.0,43095856.0,88978458.0,56978458.0
"Big Mommas: Like Father, Like Son",32000000.0,37915414.0,82332450.0,50332450.0
Alive,32000000.0,36299670.0,36299670.0,4299670.0
The Number 23,32000000.0,35193167.0,77593167.0,45593167.0
1941,32000000.0,34175000.0,94875000.0,62875000.0
Dreamer: Inspired by a True Story,32000000.0,33022286.0,39498360.0,7498360.0
A History of Violence,32000000.0,31493782.0,61477797.0,29477797.0
The Incredible Burt Wonderstone,32000000.0,22537881.0,27392609.0,-4607391.0
The Quick and the Dead,32000000.0,18552460.0,18552460.0,-13447540.0
Laws of Attraction,32000000.0,17848322.0,29948322.0,-2051678.0
Bad Times at the El Royale,32000000.0,17839115.0,29204379.0,-2795621.0
Going the Distance,32000000.0,17804299.0,43603990.0,11603990.0
Bringing Out The Dead,32000000.0,16640210.0,16640210.0,-15359790.0
Repo Men,32000000.0,13942007.0,18195238.0,-13804762.0
Dragon Wars: D-War,32000000.0,10977721.0,79915361.0,47915361.0
Bogus,32000000.0,4357406.0,4357406.0,-27642594.0
Cats Don't Dance,32000000.0,3588602.0,3588602.0,-28411398.0
Cradle Will Rock,32000000.0,2899970.0,2899970.0,-29100030.0
The Good German,32000000.0,1308696.0,6678033.0,-25321967.0
George and the Dragon,32000000.0,0.0,0.0,-32000000.0
Apocalypse Now,31500000.0,78800000.0,81250485.0,49750485.0
Criminal,31500000.0,14708696.0,38771262.0,7271262.0
42,31000000.0,95020213.0,97470701.0,66470701.0
Flight,31000000.0,93772375.0,160558438.0,129558438.0
Mr. Hollandâs Opus,31000000.0,82582604.0,106282604.0,75282604.0
Out of Africa,31000000.0,79096868.0,258210860.0,227210860.0
Moonraker,31000000.0,70300000.0,210300000.0,179300000.0
The Grand Budapest Hotel,31000000.0,59076019.0,163981261.0,132981261.0
Vacation,31000000.0,58884188.0,102306500.0,71306500.0
Arachnophobia,31000000.0,53208180.0,53208180.0,22208180.0
Isnât it Romantic,31000000.0,48791187.0,48791187.0,17791187.0
Frequency,31000000.0,44983704.0,68079671.0,37079671.0
Hearts in Atlantis,31000000.0,24185781.0,30885781.0,-114219.0
Extraordinary Measures,31000000.0,12482741.0,15826984.0,-15173016.0
Birth of the Dragon,31000000.0,6901965.0,7220490.0,-23779510.0
Get Shorty,30250000.0,72021008.0,115021008.0,84771008.0
Ghostbusters,30000000.0,242212467.0,295212467.0,265212467.0
Toy Story,30000000.0,191796233.0,364545516.0,334545516.0
Crazy Rich Asians,30000000.0,174532921.0,238099711.0,208099711.0
Chicago,30000000.0,170687518.0,306770545.0,276770545.0
Big Daddy,30000000.0,163479795.0,228641283.0,198641283.0
American Pie 2,30000000.0,145096820.0,286500000.0,256500000.0
The Vow,30000000.0,125014030.0,197618160.0,167618160.0
Speed,30000000.0,121248145.0,283200000.0,253200000.0
The Hunt for Red October,30000000.0,120709866.0,200500000.0,170500000.0
Lee Daniels' The Butler,30000000.0,116632095.0,177025498.0,147025498.0
Remember the Titans,30000000.0,115654751.0,136706683.0,106706683.0
District 9,30000000.0,115646235.0,212453431.0,182453431.0
Dodgeball: A True Underdog Story,30000000.0,114326736.0,167791704.0,137791704.0
The Addams Family,30000000.0,113502246.0,191502246.0,161502246.0
Ace Ventura: When Nature Calls,30000000.0,108360063.0,212400000.0,182400000.0
The Princess Diaries,30000000.0,108244774.0,165334774.0,135334774.0
Analyze This,30000000.0,106885658.0,176885658.0,146885658.0
The First Wives Club,30000000.0,105489203.0,181489203.0,151489203.0
Million Dollar Baby,30000000.0,100492203.0,231928227.0,201928227.0
Se7en,30000000.0,100125643.0,328125643.0,298125643.0
Mystic River,30000000.0,90135191.0,156822020.0,126822020.0
Sisters,30000000.0,87044645.0,106030660.0,76030660.0
Pokemon: The First Movie,30000000.0,85744662.0,163644662.0,133644662.0
SpongeBob SquarePants: The Movie,30000000.0,85416609.0,142051255.0,112051255.0
Up in the Air,30000000.0,83823381.0,166842739.0,136842739.0
The Notebook,30000000.0,81001787.0,116025023.0,86025023.0
Hannah Montana the Movie,30000000.0,79576189.0,169173206.0,139173206.0
27 Dresses,30000000.0,76808654.0,160247805.0,130247805.0
Rugrats in Paris,30000000.0,76501438.0,103284813.0,73284813.0
The Hitmanâs Bodyguard,30000000.0,75468583.0,172778667.0,142778667.0
The Prince of Tides,30000000.0,74787599.0,74787599.0,44787599.0
Four Brothers,30000000.0,74494381.0,92494381.0,62494381.0
Legends of the Fall,30000000.0,66502573.0,160502573.0,130502573.0
Looper,30000000.0,66486205.0,170466405.0,140466405.0
Warm Bodies,30000000.0,66380662.0,115121608.0,85121608.0
About Schmidt,30000000.0,65005217.0,107054484.0,77054484.0
The Nut Job,30000000.0,64251538.0,122529966.0,92529966.0
Down to Earth,30000000.0,64172251.0,71172251.0,41172251.0
Babe,30000000.0,63658910.0,246100000.0,216100000.0
Hope Springs,30000000.0,63536011.0,133085295.0,103085295.0
Forgetting Sarah Marshall,30000000.0,63172463.0,105173042.0,75173042.0
Friday Night Lights,30000000.0,61255921.0,61950770.0,31950770.0
Harlem Nights,30000000.0,60857262.0,95857262.0,65857262.0
Baby Mama,30000000.0,60494212.0,64170447.0,34170447.0
Hope Floats,30000000.0,60110313.0,81529000.0,51529000.0
Bride Wars,30000000.0,58715510.0,115150424.0,85150424.0
Without a Paddle,30000000.0,58156435.0,65121280.0,35121280.0
Midnight in Paris,30000000.0,56816662.0,162502774.0,132502774.0
Darkest Hour,30000000.0,56443120.0,150807172.0,120807172.0
Wallace & Gromit: The Curse of the Were-Rabbit,30000000.0,56068547.0,197593152.0,167593152.0
P.S. I Love You,30000000.0,53695808.0,155769678.0,125769678.0
Corpse Bride,30000000.0,53359111.0,114770654.0,84770654.0
Life of the Party,30000000.0,53059911.0,65759911.0,35759911.0
Letters to Juliet,30000000.0,53032453.0,82148538.0,52148538.0
Blow,30000000.0,52990775.0,83282296.0,53282296.0
Message in a Bottle,30000000.0,52880016.0,52880016.0,22880016.0
Southpaw,30000000.0,52421953.0,94156456.0,64156456.0
Star Trek V: The Final Frontier,30000000.0,52210049.0,70200000.0,40200000.0
Atomic Blonde,30000000.0,51573925.0,98345423.0,68345423.0
Like Mike,30000000.0,51432423.0,62432423.0,32432423.0
Naked Gun 33 1/3: The Final Insult,30000000.0,51041856.0,51041856.0,21041856.0
Atonement,30000000.0,50980159.0,129779728.0,99779728.0
A View to a Kill,30000000.0,50327960.0,152627960.0,122627960.0
Racing Stripes,30000000.0,49772522.0,89955540.0,59955540.0
Sicario,30000000.0,46889293.0,84393749.0,54393749.0
Black Rain,30000000.0,45892212.0,45892212.0,15892212.0
Full Metal Jacket,30000000.0,45015999.0,45015999.0,15015999.0
Den of Thieves,30000000.0,44947622.0,80131391.0,50131391.0
The Three Stooges,30000000.0,44338224.0,54052249.0,24052249.0
Pokemon 2000,30000000.0,43746923.0,133946923.0,103946923.0
John Wick,30000000.0,43037835.0,76235001.0,46235001.0
Glory Road,30000000.0,42647449.0,42799060.0,12799060.0
The Age of Adaline,30000000.0,42629776.0,68984536.0,38984536.0
Step Up 3D,30000000.0,42400223.0,165889117.0,135889117.0
Drag Me To Hell,30000000.0,42100625.0,91388487.0,61388487.0
The Cabin in the Woods,30000000.0,42073277.0,70689968.0,40689968.0
Secondhand Lions,30000000.0,42070939.0,47902566.0,17902566.0
Stranger Than Fiction,30000000.0,40435190.0,53572822.0,23572822.0
Hanna,30000000.0,40259119.0,65343694.0,35343694.0
Blue Crush,30000000.0,40118420.0,51618420.0,21618420.0
30 Days of Night,30000000.0,39568996.0,80276156.0,50276156.0
Little Shop of Horrors,30000000.0,38747385.0,38747385.0,8747385.0
Gridiron Gang,30000000.0,38432823.0,41457834.0,11457834.0
Midnight Run,30000000.0,38413606.0,81613606.0,51613606.0
Meet the Spartans,30000000.0,38233676.0,84646831.0,54646831.0
The Running Man,30000000.0,38122000.0,38122000.0,8122000.0
The Family,30000000.0,36918811.0,51078541.0,21078541.0
The 15:17 to Paris,30000000.0,36276286.0,56096200.0,26096200.0
Mortal Kombat: Annihilation,30000000.0,35927406.0,51327406.0,21327406.0
Larry Crowne,30000000.0,35608245.0,61449135.0,31449135.0
Carrie,30000000.0,35266619.0,82409520.0,52409520.0
Take the Lead,30000000.0,34742066.0,65390493.0,35390493.0
Death Wish,30000000.0,34017028.0,48575965.0,18575965.0
Love and Other Drugs,30000000.0,32367005.0,102716321.0,72716321.0
Entourage,30000000.0,32363404.0,46438538.0,16438538.0
What's the Worst That Could Happen?,30000000.0,32267774.0,38462071.0,8462071.0
Side Effects,30000000.0,32172757.0,66742138.0,36742138.0
9,30000000.0,31749894.0,48559999.0,18559999.0
Deliver Us from Evil,30000000.0,30577122.0,87956618.0,57956618.0
Get on Up,30000000.0,30569935.0,33339868.0,3339868.0
Mollyâs Game,30000000.0,28780744.0,53296424.0,23296424.0
The Five-Year Engagement,30000000.0,28700285.0,61623819.0,31623819.0
The Prince & Me,30000000.0,28165882.0,29356757.0,-643243.0
Winnie the Pooh,30000000.0,26692846.0,50145607.0,20145607.0
Bulworth,30000000.0,26528684.0,29203383.0,-796617.0
Dumb and Dumberer: When Harry Met Lloyd,30000000.0,26214846.0,26214846.0,-3785154.0
White Boy Rick,30000000.0,24004833.0,25947983.0,-4052017.0
Virtuosity,30000000.0,23998226.0,23998226.0,-6001774.0
One True Thing,30000000.0,23337196.0,26708196.0,-3291804.0
Sanctum,30000000.0,23209310.0,108957098.0,78957098.0
My Super Ex-Girlfriend,30000000.0,22530295.0,60772856.0,30772856.0
Ballerina,30000000.0,21858070.0,96892829.0,66892829.0
Mr. 3000,30000000.0,21800302.0,21827296.0,-8172704.0
The Next Three Days,30000000.0,21148651.0,67255916.0,37255916.0
Proud Mary,30000000.0,20868638.0,21709539.0,-8290461.0
Little Black Book,30000000.0,20422207.0,21758371.0,-8241629.0
Assault On Precinct 13,30000000.0,20040895.0,36040895.0,6040895.0
Runner Runner,30000000.0,19316646.0,60512680.0,30512680.0
The Replacement Killers,30000000.0,19035741.0,19035741.0,-10964259.0
Baahubali 2: The Conclusion,30000000.0,18985794.0,263502914.0,233502914.0
Ultraviolet,30000000.0,18522064.0,30962112.0,962112.0
North Country,30000000.0,18324242.0,23676771.0,-6323229.0
Fright Night,30000000.0,18298649.0,40520649.0,10520649.0
mother!,30000000.0,17800004.0,42531076.0,12531076.0
Steve Jobs,30000000.0,17766658.0,35579007.0,5579007.0
Eight Legged Freaks,30000000.0,17266505.0,36722311.0,6722311.0
Fled,30000000.0,17192205.0,19892205.0,-10107795.0
Splice,30000000.0,17010170.0,28542494.0,-1457506.0
88 Minutes,30000000.0,16930884.0,32955399.0,2955399.0
The Whole Ten Yards,30000000.0,16323969.0,26323969.0,-3676031.0
Howard the Duck,30000000.0,16295774.0,16295774.0,-13704226.0
Pride and Glory,30000000.0,15740721.0,43440721.0,13440721.0
The Cave,30000000.0,15007991.0,27147991.0,-2852009.0
Godsend,30000000.0,14334645.0,16910708.0,-13089292.0
Alex & Emma,30000000.0,14208384.0,15358583.0,-14641417.0
Wicker Park,30000000.0,13001257.0,21577076.0,-8422924.0
The New World,30000000.0,12712093.0,26184400.0,-3815600.0
Evening,30000000.0,12406646.0,12885574.0,-17114426.0
The Last Stand,30000000.0,12050299.0,48330757.0,18330757.0
In Dreams,30000000.0,12017369.0,12017369.0,-17982631.0
Wing Commander,30000000.0,11578022.0,11578022.0,-18421978.0
Antitrust,30000000.0,10965209.0,17865209.0,-12134791.0
Dead Man Down,30000000.0,10895295.0,19599974.0,-10400026.0
Hoodwinked Too: Hood vs. Evil,30000000.0,10143779.0,23353111.0,-6646889.0
Dragonball Evolution,30000000.0,9362785.0,58228460.0,28228460.0
First Daughter,30000000.0,9055010.0,10419084.0,-19580916.0
The Lost City of Z,30000000.0,8574339.0,17121823.0,-12878177.0
An Unfinished Life,30000000.0,8535575.0,18535575.0,-11464425.0
The Space Between Us,30000000.0,7885294.0,16481405.0,-13518595.0
The Imaginarium of Doctor Parnassus,30000000.0,7689607.0,64352607.0,34352607.0
Barney's Version,30000000.0,7502560.0,8845575.0,-21154425.0
Trapped,30000000.0,6916869.0,6916869.0,-23083131.0
Kin,30000000.0,5718096.0,10096821.0,-19903179.0
Once Upon a Time in America,30000000.0,5321508.0,5575648.0,-24424352.0
Stronger,30000000.0,4211129.0,8786752.0,-21213248.0
Gloria,30000000.0,4167493.0,4967493.0,-25032507.0
The Assassination of Jesse James by the Coward Robert Ford,30000000.0,3909149.0,15313631.0,-14686369.0
The Merchant of Venice,30000000.0,3765585.0,18765585.0,-11234415.0
The Good Thief,30000000.0,3517797.0,6460758.0,-23539242.0
Supercross,30000000.0,3102550.0,3252550.0,-26747450.0
Miss Potter,30000000.0,3005605.0,35891257.0,5891257.0
Wu ji,30000000.0,669625.0,35869934.0,5869934.0
Shaft,30000000.0,600000.0,600000.0,-29400000.0
Machine Gun Preacher,30000000.0,538690.0,3721988.0,-26278012.0
Bilal: A New Breed of Hero,30000000.0,490973.0,648599.0,-29351401.0
DOA: Dead or Alive,30000000.0,480314.0,7755686.0,-22244314.0
Le Petit Nicolas,30000000.0,201857.0,52339566.0,22339566.0
Xinhai geming,30000000.0,135739.0,8593154.0,-21406846.0
Genghis Khan: To the Ends of the Earth and Sea,30000000.0,3892.0,4874498.0,-25125502.0
Wild Card,30000000.0,3200.0,4315789.0,-25684211.0
United Passions,30000000.0,918.0,168832.0,-29831168.0
Konferenz der Tiere,30000000.0,0.0,53048539.0,23048539.0
Grace of Monaco,30000000.0,0.0,25199891.0,-4800109.0
Savva. Serdtse voyna,30000000.0,0.0,5015080.0,-24984920.0
Goodbye Bafana,30000000.0,0.0,2717302.0,-27282698.0
Space Pirate Captain Harlock,30000000.0,0.0,310985.0,-29689015.0
Ripley's Game,30000000.0,0.0,0.0,-30000000.0
Collide,29200000.0,2280004.0,5466698.0,-23733302.0
Pitch Perfect 2,29000000.0,184296230.0,287625468.0,258625468.0
Walk the Line,29000000.0,119519402.0,187707495.0,158707495.0
Night School,29000000.0,77339130.0,103008792.0,74008792.0
The Boss,29000000.0,63077560.0,78652207.0,49652207.0
12 Monkeys,29000000.0,57141459.0,168841459.0,139841459.0
Once Upon a Time in Mexico,29000000.0,56330657.0,97413527.0,68413527.0
Keeping the Faith,29000000.0,37036404.0,45336404.0,16336404.0
Logan Lucky,29000000.0,27778642.0,44264271.0,15264271.0
Florence Foster Jenkins,29000000.0,27383770.0,56000339.0,27000339.0
The Borrowers,29000000.0,22619589.0,54045832.0,25045832.0
Frost/Nixon,29000000.0,18622031.0,28452945.0,-547055.0
Seed of Chucky,29000000.0,17016190.0,24716190.0,-4283810.0
Serving Sara,29000000.0,16930185.0,20146150.0,-8853850.0
Confessions of a Dangerous Mind,29000000.0,16007718.0,33013805.0,4013805.0
Taking Woodstock,29000000.0,7460204.0,10066366.0,-18933634.0
Cry Freedom,29000000.0,5899797.0,25899797.0,-3100203.0
Unhinged,29000000.0,0.0,0.0,-29000000.0
Mumford,28700000.0,4559569.0,4559569.0,-24140431.0
The Jacket,28500000.0,6301131.0,15452978.0,-13047022.0
Aladdin,28000000.0,217350219.0,504050219.0,476050219.0
Indiana Jones and the Temple of Doom,28000000.0,179880271.0,333080271.0,305080271.0
Straight Outta Compton,28000000.0,161197785.0,202182981.0,174182981.0
Girls Trip,28000000.0,115108515.0,140886353.0,112886353.0
The Rugrats Movie,28000000.0,100494685.0,140894685.0,112894685.0
Die Hard,28000000.0,81350242.0,139109346.0,111109346.0
Along Came a Spider,28000000.0,74058698.0,105159085.0,77159085.0
A Bad Moms Christmas,28000000.0,72110659.0,127710550.0,99710550.0
Safe Haven,28000000.0,71399120.0,94050951.0,66050951.0
The Big Short,28000000.0,70259870.0,133162752.0,105162752.0
Role Models,28000000.0,67300955.0,94500826.0,66500826.0
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",28000000.0,66954149.0,101379287.0,73379287.0
Miracle,28000000.0,64378093.0,64474705.0,36474705.0
Last Vegas,28000000.0,63914167.0,112914167.0,84914167.0
The Wedding Planner,28000000.0,60400856.0,94728529.0,66728529.0
Dawn of the Dead,28000000.0,58990765.0,103452875.0,75452875.0
